request_id,hospital_id,blood_type,units_requested,units_fulfilled,date,urgency_level,fulfillment_rate
8425,26,A+,10,10,2023-09-11,Routine,0.972
8426,57,O+,6,4,2024-07-04,Routine,0.647
8427,76,O+,3,2,2022-09-17,Emergency,0.6
8428,56,A+,7,4,2024-08-15,Urgent,0.627
8429,21,A+,1,1,2022-12-08,Emergency,0.777
8430,76,A+,7,6,2022-11-28,Routine,0.835
8431,76,A+,5,4,2022-01-10,Urgent,0.75
8432,78,O+,7,7,2023-06-08,Routine,0.967
8433,27,O-,9,6,2023-03-25,Routine,0.62
8434,25,O+,6,6,2023-01-27,Routine,0.965
8435,78,O+,2,2,2022-03-23,Routine,0.751
8436,30,A+,6,4,2024-07-29,Routine,0.695
8437,22,B+,4,3,2023-04-26,Routine,0.732
8438,41,A+,4,3,2022-06-27,Routine,0.665
8439,51,A+,2,1,2023-06-27,Emergency,0.507
8440,69,A-,9,6,2023-01-06,Emergency,0.611
8441,54,A+,9,6,2024-02-29,Routine,0.612
8442,21,A+,6,4,2023-10-24,Urgent,0.69
8443,15,A+,3,2,2023-06-07,Urgent,0.705
8444,22,A+,2,1,2023-12-28,Routine,0.691
8445,51,B+,2,1,2023-07-26,Emergency,0.626
8446,28,B+,6,5,2023-10-02,Routine,0.797
8447,50,O+,6,5,2024-09-16,Urgent,0.789
8448,63,O+,10,8,2023-08-27,Routine,0.794
8449,40,AB+,10,8,2023-01-04,Emergency,0.797
8450,32,O+,6,5,2022-08-01,Urgent,0.867
8451,76,O+,2,1,2024-05-12,Emergency,0.609
8452,10,O+,2,2,2022-06-01,Urgent,0.924
8453,73,O+,10,7,2024-03-16,Routine,0.681
8454,79,B+,2,2,2023-03-08,Urgent,0.804
8455,16,AB+,10,7,2022-05-10,Urgent,0.724
8456,8,O+,10,5,2024-02-26,Emergency,0.52
8457,4,AB+,1,1,2023-04-27,Routine,0.758
8458,40,B-,8,4,2024-12-31,Routine,0.498
8459,3,A+,6,4,2023-04-22,Routine,0.683
8460,21,B-,7,3,2022-01-16,Routine,0.421
8461,45,O+,6,4,2023-01-06,Routine,0.683
8462,52,A+,10,9,2024-01-12,Routine,0.887
8463,60,O+,6,4,2022-03-10,Routine,0.743
8464,80,B+,9,6,2024-06-13,Routine,0.647
8465,59,O+,2,2,2023-01-08,Urgent,0.94
8466,43,B-,6,2,2023-02-05,Urgent,0.286
8467,71,O+,9,6,2023-12-26,Urgent,0.627
8468,68,A+,7,5,2023-11-19,Routine,0.776
8469,48,B+,2,1,2024-10-22,Urgent,0.744
8470,55,B+,5,4,2023-01-26,Urgent,0.844
8471,80,A+,6,5,2023-10-04,Emergency,0.833
8472,60,O+,6,3,2023-11-16,Emergency,0.535
8473,45,B+,5,3,2022-04-30,Urgent,0.632
8474,76,AB+,10,9,2022-10-15,Routine,0.909
8475,54,B+,7,6,2022-08-23,Routine,0.822
8476,1,O+,9,9,2022-06-23,Urgent,0.975
8477,16,O+,6,4,2024-07-06,Routine,0.683
8478,16,B+,8,6,2022-12-10,Emergency,0.794
8479,47,B+,4,3,2024-11-17,Urgent,0.854
8480,46,O+,8,6,2024-01-02,Urgent,0.724
8481,64,O-,5,3,2023-08-30,Routine,0.617
8482,29,A+,3,2,2022-05-17,Emergency,0.6
8483,73,B+,2,2,2023-03-05,Routine,0.877
8484,18,B+,9,8,2022-09-12,Urgent,0.836
8485,25,O+,4,3,2022-06-10,Urgent,0.663
8486,77,A+,9,7,2024-11-30,Routine,0.77
8487,16,A+,6,4,2024-01-06,Urgent,0.623
8488,18,AB+,6,4,2024-08-09,Urgent,0.712
8489,37,O+,6,6,2024-03-20,Routine,0.942
8490,70,O+,8,4,2022-11-25,Emergency,0.558
8491,20,A-,6,2,2022-01-23,Urgent,0.307
8492,1,O+,9,6,2022-08-26,Urgent,0.642
8493,53,A+,9,5,2023-10-03,Routine,0.606
8494,64,AB+,2,1,2023-12-15,Urgent,0.668
8495,35,O+,8,5,2022-10-05,Emergency,0.583
8496,10,A+,2,2,2022-03-07,Routine,0.797
8497,51,A+,2,1,2022-09-12,Routine,0.692
8498,13,A+,5,4,2024-07-02,Routine,0.757
8499,23,A+,2,2,2022-08-25,Urgent,0.888
8500,35,O+,6,5,2024-11-02,Urgent,0.839
8501,11,O+,6,4,2024-03-15,Routine,0.713
8502,34,B+,3,3,2024-09-21,Routine,0.971
8503,34,B+,5,4,2023-11-13,Urgent,0.843
8504,55,O+,2,2,2023-02-21,Routine,0.82
8505,58,O-,8,2,2023-12-12,Routine,0.275
8506,78,O+,9,9,2024-05-23,Urgent,0.992
8507,48,O+,2,1,2024-06-17,Emergency,0.532
8508,52,B+,3,2,2024-04-07,Routine,0.716
8509,78,O+,6,4,2024-06-25,Urgent,0.735
8510,68,A+,6,5,2022-01-12,Routine,0.777
8511,19,B+,8,8,2022-05-31,Routine,0.993
8512,36,O+,8,7,2022-04-18,Routine,0.924
8513,18,B+,4,3,2022-08-19,Routine,0.684
8514,65,AB+,6,4,2024-10-16,Urgent,0.652
8515,9,O+,6,4,2022-07-27,Routine,0.697
8516,74,A-,7,3,2024-10-14,Emergency,0.477
8517,80,A+,10,6,2023-01-06,Routine,0.641
8518,61,A+,6,4,2022-03-21,Routine,0.702
8519,52,A+,1,1,2023-06-15,Urgent,0.633
8520,45,B-,5,1,2022-03-09,Routine,0.204
8521,9,O+,1,1,2023-11-07,Urgent,0.906
8522,30,O+,5,4,2023-06-17,Urgent,0.866
8523,66,O+,4,3,2022-11-02,Emergency,0.783
8524,73,O-,10,2,2023-04-10,Routine,0.25
8525,61,A+,8,7,2024-04-09,Urgent,0.873
8526,23,O+,3,2,2023-04-16,Emergency,0.592
8527,50,O+,3,3,2023-09-01,Routine,0.863
8528,27,B+,3,3,2023-05-18,Routine,0.961
8529,77,A+,2,1,2024-09-06,Routine,0.621
8530,70,O+,4,3,2022-04-24,Routine,0.786
8531,44,A+,2,1,2024-03-29,Emergency,0.73
8532,57,B+,1,1,2024-02-11,Routine,0.832
8533,19,A+,2,1,2024-01-22,Routine,0.677
8534,10,AB+,10,7,2024-09-06,Routine,0.666
8535,65,O+,4,3,2022-08-18,Urgent,0.685
8536,73,B+,2,2,2024-09-18,Urgent,0.756
8537,69,B+,7,6,2022-10-08,Emergency,0.845
8538,32,O+,10,7,2023-02-21,Urgent,0.728
8539,13,A+,5,3,2023-03-15,Emergency,0.635
8540,21,O+,9,7,2024-11-15,Emergency,0.731
8541,36,O+,7,6,2023-04-18,Routine,0.878
8542,69,O+,3,2,2022-06-11,Routine,0.806
8543,39,O+,3,2,2022-06-09,Routine,0.761
8544,67,A+,9,6,2024-03-28,Routine,0.705
8545,36,B+,1,1,2023-09-25,Urgent,0.729
8546,4,A+,6,6,2024-06-27,Routine,0.94
8547,43,O+,3,3,2022-01-18,Urgent,0.915
8548,14,A+,9,6,2024-02-02,Urgent,0.626
8549,33,A+,3,3,2023-07-25,Urgent,1.0
8550,3,B+,6,4,2023-09-05,Routine,0.635
8551,24,A+,6,5,2024-09-02,Routine,0.825
8552,72,B+,8,6,2023-07-18,Emergency,0.694
8553,44,B+,9,7,2024-02-03,Urgent,0.736
8554,47,B+,3,2,2022-03-07,Emergency,0.788
8555,55,O-,6,2,2024-08-05,Emergency,0.267
8556,75,O+,8,7,2022-07-01,Urgent,0.826
8557,72,O+,1,1,2023-11-22,Emergency,0.954
8558,33,A+,4,3,2024-02-15,Emergency,0.822
8559,44,B+,8,6,2024-08-08,Urgent,0.772
8560,80,O+,5,4,2022-12-08,Emergency,0.815
8561,28,B+,3,2,2023-05-18,Routine,0.671
8562,39,B+,4,3,2024-11-30,Routine,0.751
8563,50,O-,5,1,2024-10-22,Urgent,0.224
8564,7,B+,1,1,2023-12-27,Urgent,0.901
8565,7,O-,1,0,2022-03-20,Routine,0.312
8566,13,O+,4,3,2022-03-25,Routine,0.694
8567,69,O+,9,7,2022-07-09,Routine,0.754
8568,54,O+,6,6,2023-02-13,Routine,0.957
8569,73,O+,5,4,2024-04-22,Routine,0.732
8570,53,A+,3,3,2024-03-05,Routine,0.86
8571,54,O+,5,5,2022-04-08,Routine,0.966
8572,34,AB+,8,6,2023-06-10,Routine,0.789
8573,71,A+,1,1,2024-08-16,Routine,0.89
8574,48,A+,10,7,2023-08-03,Routine,0.745
8575,55,A+,8,5,2023-08-13,Urgent,0.659
8576,68,O+,1,1,2022-04-13,Routine,0.783
8577,48,A-,10,7,2022-03-12,Routine,0.652
8578,67,O+,4,3,2023-11-10,Routine,0.833
8579,73,A+,1,1,2024-03-16,Routine,0.977
8580,78,O-,9,6,2024-06-27,Routine,0.613
8581,17,O+,5,4,2022-10-29,Routine,0.796
8582,46,A+,8,5,2024-10-22,Routine,0.67
8583,6,O+,8,6,2023-02-15,Emergency,0.754
8584,33,A+,7,4,2022-10-13,Emergency,0.592
8585,19,A+,5,3,2023-09-27,Routine,0.675
8586,24,B+,10,6,2024-02-16,Routine,0.602
8587,69,A+,10,10,2022-07-18,Routine,0.966
8588,19,B+,5,3,2024-10-16,Routine,0.613
8589,6,O+,10,9,2022-07-13,Routine,0.861
8590,11,A+,9,5,2022-02-16,Routine,0.611
8591,38,B+,3,3,2022-07-20,Routine,0.936
8592,52,A+,3,2,2023-11-16,Routine,0.689
8593,54,A+,1,1,2024-03-16,Urgent,0.983
8594,28,B+,1,1,2022-06-23,Routine,0.666
8595,68,O+,2,2,2024-12-21,Routine,0.808
8596,71,O-,3,2,2024-07-21,Routine,0.625
8597,32,B+,5,5,2022-02-26,Urgent,0.912
8598,40,O+,2,1,2023-06-09,Urgent,0.724
8599,44,AB+,2,2,2023-06-17,Routine,0.97
8600,22,A+,1,1,2023-05-02,Urgent,0.972
8601,6,B+,2,1,2024-01-24,Routine,0.614
8602,60,O+,7,6,2024-04-20,Routine,0.866
8603,43,O+,8,4,2022-01-13,Emergency,0.522
8604,54,O+,6,5,2022-11-23,Urgent,0.892
8605,70,B+,1,1,2023-01-09,Urgent,0.602
8606,64,AB+,10,7,2022-10-18,Urgent,0.712
8607,49,O+,9,7,2024-05-06,Urgent,0.802
8608,44,B+,6,4,2024-01-01,Routine,0.651
8609,75,O+,8,6,2022-02-01,Routine,0.785
8610,73,A+,10,7,2022-06-03,Routine,0.741
8611,76,O+,9,6,2022-05-29,Routine,0.65
8612,63,B+,9,8,2023-06-28,Urgent,0.928
8613,30,B-,2,1,2024-12-26,Emergency,0.381
8614,36,O+,6,6,2022-05-13,Urgent,0.969
8615,28,A+,6,5,2024-04-16,Routine,0.776
8616,12,A+,8,6,2024-12-25,Emergency,0.761
8617,28,AB+,1,1,2024-12-16,Urgent,0.796
8618,60,O+,3,2,2022-12-13,Routine,0.78
8619,60,B+,10,9,2024-03-19,Routine,0.876
8620,48,O+,5,5,2023-05-02,Routine,0.993
8621,12,A+,10,8,2022-06-02,Urgent,0.773
8622,51,O+,10,7,2024-12-24,Routine,0.703
8623,80,A+,1,1,2024-11-27,Routine,0.654
8624,36,B+,10,9,2023-05-21,Emergency,0.892
8625,34,B+,9,9,2023-11-14,Routine,0.97
8626,67,B+,2,1,2023-09-17,Routine,0.732
8627,47,O+,9,6,2023-11-01,Urgent,0.628
8628,55,O+,1,1,2024-09-28,Urgent,0.785
8629,79,AB+,5,3,2022-02-26,Emergency,0.679
8630,45,O+,8,5,2024-03-17,Routine,0.654
8631,32,O+,6,4,2023-09-11,Urgent,0.662
8632,26,A+,2,2,2023-07-07,Routine,0.877
8633,63,B+,6,6,2024-05-01,Routine,0.962
8634,5,O+,8,6,2022-05-03,Routine,0.767
8635,19,O+,6,5,2024-06-05,Emergency,0.889
8636,40,A+,10,8,2022-11-04,Routine,0.804
8637,37,O+,6,5,2023-11-27,Emergency,0.843
8638,46,A+,1,1,2022-08-07,Routine,0.728
8639,76,O+,7,4,2022-02-01,Urgent,0.616
8640,77,A+,10,9,2024-01-03,Urgent,0.868
8641,14,A+,9,7,2023-01-26,Routine,0.831
8642,69,O+,10,5,2023-10-22,Emergency,0.543
8643,66,O+,9,9,2022-12-20,Routine,0.999
8644,47,O+,2,2,2024-12-28,Emergency,0.759
8645,59,O-,8,5,2022-12-01,Routine,0.575
8646,63,B+,4,2,2022-11-16,Emergency,0.606
8647,58,O+,4,2,2022-04-16,Routine,0.603
8648,32,O+,4,2,2023-06-03,Urgent,0.625
8649,68,AB+,3,2,2023-06-05,Urgent,0.7
8650,65,A+,1,1,2022-11-11,Routine,0.853
8651,53,O+,3,2,2024-06-03,Urgent,0.691
8652,46,A+,1,1,2023-11-11,Emergency,0.963
8653,40,O+,4,3,2024-10-25,Urgent,0.853
8654,1,A+,7,6,2023-10-17,Urgent,0.831
8655,56,B+,9,8,2024-11-24,Urgent,0.93
8656,49,O+,9,8,2023-10-27,Routine,0.866
8657,60,B+,2,2,2022-12-13,Routine,0.764
8658,60,B+,3,2,2023-03-08,Urgent,0.791
8659,53,A+,8,6,2024-03-02,Routine,0.694
8660,48,AB+,2,2,2022-03-21,Emergency,0.887
8661,58,A+,9,6,2023-05-25,Urgent,0.703
8662,37,A+,5,4,2022-12-06,Routine,0.87
8663,62,O+,4,3,2022-02-23,Urgent,0.793
8664,49,O+,4,3,2024-02-29,Emergency,0.699
8665,31,A+,10,9,2022-04-12,Emergency,0.943
8666,2,B+,5,5,2024-04-24,Urgent,0.923
8667,18,B+,9,6,2022-03-26,Routine,0.619
8668,26,B+,4,3,2023-11-22,Emergency,0.627
8669,33,B+,10,7,2024-03-26,Routine,0.655
8670,17,B+,7,6,2022-09-23,Routine,0.798
8671,26,A+,8,4,2023-12-13,Emergency,0.56
8672,41,O+,5,5,2024-11-20,Routine,0.923
8673,13,A+,10,8,2022-03-01,Urgent,0.84
8674,15,AB+,10,8,2022-09-16,Emergency,0.806
8675,46,A+,1,1,2022-06-19,Urgent,0.712
8676,29,B+,8,6,2024-09-21,Routine,0.699
8677,40,B+,1,1,2023-10-08,Urgent,0.935
8678,22,B+,6,5,2024-12-09,Urgent,0.856
8679,32,O-,9,6,2023-07-30,Emergency,0.644
8680,20,B+,5,4,2023-08-10,Routine,0.814
8681,4,O+,6,5,2023-10-25,Emergency,0.871
8682,70,A+,10,10,2022-08-06,Urgent,0.972
8683,59,B+,3,2,2023-04-28,Routine,0.725
8684,54,A+,2,1,2022-06-03,Urgent,0.732
8685,71,O+,10,6,2023-07-09,Routine,0.649
8686,5,A+,9,8,2023-08-16,Routine,0.868
8687,70,O+,9,9,2024-04-27,Routine,0.961
8688,6,B+,7,5,2023-08-20,Routine,0.723
8689,74,A+,9,8,2022-03-13,Routine,0.862
8690,63,O+,9,8,2022-05-20,Routine,0.89
8691,7,A+,8,8,2023-05-08,Urgent,0.99
8692,37,A+,8,7,2022-09-23,Routine,0.883
8693,27,O+,8,6,2024-07-06,Routine,0.776
8694,20,A+,5,4,2023-03-22,Urgent,0.804
8695,36,O+,6,6,2022-11-30,Routine,0.994
8696,45,A+,5,5,2022-05-23,Urgent,0.916
8697,36,A+,6,4,2023-11-22,Urgent,0.725
8698,53,O+,4,3,2024-01-08,Routine,0.797
8699,10,A+,1,1,2023-02-19,Routine,0.71
8700,71,O+,1,1,2022-12-17,Urgent,0.774
8701,71,A+,7,6,2022-03-22,Routine,0.865
8702,22,B+,6,4,2024-11-24,Urgent,0.623
8703,47,B+,8,7,2023-10-20,Emergency,0.911
8704,17,A+,1,1,2024-05-23,Routine,0.662
8705,18,O+,4,4,2023-03-30,Urgent,0.938
8706,62,B+,3,2,2024-01-31,Routine,0.62
8707,49,AB+,6,6,2022-12-23,Urgent,0.962
8708,2,O+,4,4,2022-07-15,Routine,0.938
8709,48,O+,7,5,2024-06-27,Urgent,0.75
8710,75,A+,5,5,2022-07-01,Urgent,0.926
8711,1,A+,3,3,2024-01-30,Routine,0.865
8712,20,O+,3,3,2023-05-18,Routine,0.98
8713,10,O+,10,9,2023-02-02,Routine,0.912
8714,18,O+,9,7,2024-04-27,Routine,0.795
8715,72,O+,6,4,2024-06-08,Routine,0.616
8716,17,O+,2,1,2022-04-13,Urgent,0.651
8717,28,A+,8,5,2022-02-10,Routine,0.686
8718,70,B+,10,6,2024-07-22,Urgent,0.618
8719,63,A+,8,6,2022-01-22,Routine,0.784
8720,53,A+,2,2,2024-11-01,Routine,0.898
8721,56,B+,9,6,2024-03-05,Urgent,0.664
8722,40,A+,6,6,2024-07-05,Urgent,0.944
8723,56,O+,4,4,2023-12-17,Urgent,0.932
8724,72,O+,3,3,2023-08-19,Urgent,0.948
8725,41,O+,9,7,2023-08-25,Routine,0.826
8726,67,AB+,10,8,2024-03-28,Urgent,0.75
8727,63,O-,8,3,2023-08-31,Routine,0.423
8728,59,B-,7,3,2024-06-08,Urgent,0.382
8729,14,A+,6,5,2023-11-05,Routine,0.877
8730,21,O+,10,6,2023-09-09,Urgent,0.649
8731,71,A+,4,4,2024-01-31,Emergency,0.907
8732,36,O+,1,1,2024-03-19,Routine,0.728
8733,55,B+,4,3,2022-04-02,Routine,0.795
8734,25,A+,8,6,2022-04-03,Routine,0.757
8735,69,O+,1,1,2024-03-16,Routine,0.964
8736,11,A+,2,1,2023-09-06,Urgent,0.631
8737,69,B+,9,8,2024-12-15,Routine,0.884
8738,35,O+,9,8,2023-02-11,Routine,0.888
8739,42,B+,4,4,2024-12-09,Urgent,0.908
8740,57,B+,5,3,2022-06-30,Routine,0.69
8741,4,A+,2,1,2022-08-29,Emergency,0.517
8742,66,O-,6,4,2023-07-05,Urgent,0.696
8743,75,B+,9,7,2024-04-23,Routine,0.795
8744,71,O+,10,6,2023-11-24,Routine,0.607
8745,69,A+,9,8,2022-06-22,Emergency,0.9
8746,30,AB+,6,6,2022-10-19,Urgent,0.973
8747,44,B+,4,4,2024-11-28,Routine,0.903
8748,51,B+,9,8,2022-03-08,Routine,0.921
8749,27,A+,10,9,2024-06-30,Urgent,0.886
8750,61,O-,5,2,2023-08-31,Urgent,0.385
8751,50,O+,4,3,2022-11-19,Routine,0.696
8752,42,A+,1,1,2023-01-07,Routine,0.923
8753,73,O+,5,3,2022-06-02,Routine,0.645
8754,27,O+,9,9,2023-08-20,Urgent,0.968
8755,28,O+,7,6,2023-03-28,Routine,0.874
8756,63,B-,6,2,2022-05-25,Urgent,0.261
8757,77,AB-,4,1,2024-11-14,Urgent,0.303
8758,2,O+,3,2,2023-09-05,Routine,0.662
8759,22,B+,8,6,2022-02-08,Urgent,0.705
8760,5,A+,8,8,2023-08-18,Routine,0.987
8761,57,O+,6,6,2022-03-10,Routine,0.934
8762,59,A+,8,6,2023-10-11,Urgent,0.747
8763,59,B+,4,3,2024-09-26,Routine,0.874
8764,65,B+,5,4,2022-01-15,Urgent,0.826
8765,71,A+,9,7,2022-10-01,Routine,0.766
8766,3,O+,10,7,2023-09-02,Emergency,0.72
8767,69,A-,7,2,2022-01-20,Routine,0.347
8768,57,A+,4,3,2023-04-13,Routine,0.743
8769,58,A+,3,3,2023-07-16,Routine,0.901
8770,27,A+,2,2,2022-11-25,Routine,0.969
8771,79,O+,5,4,2023-12-15,Routine,0.786
8772,25,O+,3,2,2023-06-08,Urgent,0.615
8773,21,O+,10,7,2023-10-21,Routine,0.715
8774,11,A+,8,6,2023-01-24,Urgent,0.773
8775,50,O+,9,6,2023-03-16,Urgent,0.693
8776,2,O-,7,5,2023-06-18,Emergency,0.65
8777,39,O+,1,1,2022-06-06,Urgent,0.967
8778,16,O+,1,1,2022-06-08,Routine,0.872
8779,20,A+,4,3,2024-02-25,Routine,0.803
8780,52,O+,4,2,2024-04-25,Urgent,0.608
8781,17,A+,8,7,2024-01-21,Routine,0.863
8782,19,B+,4,3,2023-09-11,Routine,0.744
8783,7,O+,6,5,2023-08-06,Emergency,0.774
8784,60,A+,8,8,2024-06-12,Emergency,0.946
8785,16,O+,7,6,2022-08-11,Routine,0.915
8786,3,A+,1,1,2022-11-09,Routine,0.737
8787,3,O+,3,3,2023-02-02,Routine,0.887
8788,43,O+,7,5,2022-09-05,Urgent,0.663
8789,80,B+,10,7,2023-01-10,Urgent,0.689
8790,15,A-,4,2,2024-04-11,Routine,0.432
8791,60,O+,8,5,2022-09-16,Routine,0.63
8792,80,A-,1,0,2023-10-22,Urgent,0.251
8793,36,O+,9,9,2024-11-03,Urgent,0.945
8794,80,AB+,5,3,2022-02-28,Urgent,0.609
8795,27,A+,3,3,2023-06-09,Urgent,0.983
8796,38,B+,9,7,2022-03-06,Routine,0.745
8797,66,B+,6,6,2023-05-28,Urgent,0.994
8798,19,O+,7,6,2023-04-28,Routine,0.919
8799,29,B+,8,7,2022-08-30,Routine,0.878
8800,64,O+,3,3,2024-10-27,Urgent,0.988
8801,19,AB+,8,7,2023-08-16,Emergency,0.864
8802,26,A+,7,5,2024-02-28,Routine,0.677
8803,27,O+,5,3,2023-07-06,Urgent,0.656
8804,71,A+,4,3,2024-01-06,Routine,0.852
8805,47,A+,7,6,2024-08-18,Urgent,0.875
8806,80,A+,3,3,2023-08-29,Routine,0.856
8807,67,B+,7,5,2022-07-09,Routine,0.661
8808,28,A+,3,2,2022-07-28,Routine,0.6
8809,65,A+,6,5,2023-01-09,Urgent,0.776
8810,69,O+,8,5,2022-06-28,Urgent,0.667
8811,75,B+,7,5,2022-02-10,Routine,0.658
8812,66,B+,3,3,2024-02-05,Urgent,0.958
8813,1,B+,4,3,2022-01-24,Urgent,0.765
8814,30,B+,8,5,2023-08-18,Urgent,0.67
8815,21,A+,3,2,2022-01-18,Urgent,0.647
8816,58,O+,8,5,2023-08-28,Routine,0.621
8817,72,O+,9,5,2024-11-17,Routine,0.603
8818,33,O+,8,5,2024-07-20,Routine,0.652
8819,57,O+,6,4,2024-06-01,Routine,0.642
8820,58,O+,7,4,2024-04-06,Urgent,0.633
8821,43,A+,7,6,2022-12-29,Routine,0.786
8822,33,O+,3,2,2022-09-10,Routine,0.656
8823,63,A+,4,4,2024-11-27,Urgent,0.965
8824,70,O+,10,6,2024-04-09,Routine,0.618
8825,72,O+,9,7,2023-10-03,Emergency,0.745
8826,64,O+,5,3,2024-12-01,Routine,0.619
8827,31,O+,10,9,2024-08-22,Routine,0.883
8828,1,A+,2,2,2022-02-08,Routine,0.857
8829,34,AB+,9,6,2022-06-07,Urgent,0.695
8830,20,O+,9,7,2023-10-31,Routine,0.756
8831,74,B+,1,1,2022-08-24,Routine,0.801
8832,57,O+,2,2,2022-02-12,Routine,0.998
8833,39,O+,1,1,2022-09-26,Urgent,0.91
8834,8,O+,9,8,2023-07-14,Routine,0.869
8835,80,A+,1,1,2024-04-01,Routine,0.651
8836,60,O+,10,10,2023-03-09,Urgent,0.995
8837,28,O+,5,4,2024-05-28,Urgent,0.706
8838,23,O+,7,6,2024-10-31,Routine,0.789
8839,5,O+,2,2,2024-10-12,Urgent,0.823
8840,33,A+,6,5,2024-12-02,Routine,0.76
8841,27,O+,4,3,2022-07-06,Urgent,0.74
8842,12,O-,9,2,2022-07-05,Routine,0.251
8843,24,O+,10,9,2023-02-03,Emergency,0.876
8844,33,O+,6,5,2022-10-22,Routine,0.892
8845,66,B+,9,7,2024-11-22,Urgent,0.739
8846,14,A+,7,5,2023-01-25,Urgent,0.684
8847,78,O+,4,3,2024-09-08,Routine,0.652
8848,26,A+,4,3,2024-08-02,Routine,0.716
8849,55,A+,1,1,2024-02-16,Routine,0.949
8850,20,B+,5,4,2024-11-16,Urgent,0.711
8851,28,B+,7,5,2022-05-23,Routine,0.702
8852,31,A+,1,1,2023-07-18,Urgent,0.613
8853,73,A+,10,9,2023-08-10,Urgent,0.888
8854,45,AB+,7,6,2024-04-09,Emergency,0.895
8855,43,B+,4,4,2023-02-18,Routine,0.879
8856,31,O+,2,1,2022-01-10,Urgent,0.75
8857,10,B+,9,8,2024-03-27,Emergency,0.867
8858,65,O+,10,7,2024-08-02,Emergency,0.655
8859,13,B+,5,5,2023-07-26,Urgent,0.986
8860,38,A+,4,3,2023-12-10,Routine,0.684
8861,10,O+,5,4,2022-05-24,Routine,0.747
8862,34,AB+,5,4,2024-01-01,Routine,0.791
8863,16,A+,4,2,2022-09-06,Routine,0.622
8864,61,B+,5,4,2022-05-19,Routine,0.793
8865,18,B-,6,3,2023-01-28,Routine,0.476
8866,63,O+,6,5,2024-05-19,Urgent,0.804
8867,10,O+,1,1,2024-08-13,Routine,0.766
8868,10,O+,8,8,2023-07-09,Routine,0.963
8869,23,A+,8,8,2022-06-19,Routine,0.949
8870,29,A+,7,6,2024-07-21,Routine,0.885
8871,76,A+,5,5,2023-01-08,Routine,0.905
8872,44,O+,4,3,2023-02-18,Routine,0.852
8873,14,A+,1,1,2022-10-17,Emergency,0.557
8874,41,O+,6,4,2022-01-17,Routine,0.608
8875,72,A+,7,5,2024-11-10,Routine,0.741
8876,26,B+,2,1,2022-08-11,Emergency,0.586
8877,17,B+,6,5,2023-06-10,Urgent,0.904
8878,2,A+,5,4,2023-02-10,Urgent,0.713
8879,5,AB+,6,6,2023-05-08,Urgent,0.993
8880,1,B+,10,9,2023-10-13,Urgent,0.88
8881,42,O+,9,8,2024-01-10,Routine,0.864
8882,11,O+,10,9,2022-05-29,Routine,0.912
8883,52,A+,1,1,2023-07-08,Routine,0.792
8884,56,B+,7,5,2023-04-01,Urgent,0.766
8885,67,A+,1,1,2023-02-05,Urgent,0.603
8886,33,A+,3,2,2023-12-16,Routine,0.741
8887,68,A+,10,8,2023-10-15,Emergency,0.776
8888,13,O+,8,7,2023-08-06,Emergency,0.813
8889,41,B+,3,3,2023-07-14,Urgent,0.926
8890,7,A+,3,3,2022-06-26,Urgent,0.867
8891,80,O+,6,4,2024-10-18,Routine,0.748
8892,67,A+,6,5,2024-11-30,Routine,0.899
8893,62,A+,5,3,2023-09-21,Routine,0.66
8894,15,A+,1,1,2023-11-04,Routine,0.66
8895,38,A+,3,3,2024-02-07,Routine,0.918
8896,50,A+,9,6,2022-03-06,Urgent,0.715
8897,2,O+,6,5,2022-10-20,Emergency,0.911
8898,51,A+,1,1,2024-12-21,Urgent,0.628
8899,78,O+,3,3,2023-08-22,Urgent,0.867
8900,64,O+,8,7,2022-11-11,Emergency,0.825
8901,44,O+,2,2,2023-04-30,Routine,0.874
8902,51,O+,5,4,2022-08-16,Emergency,0.839
8903,63,B+,9,9,2024-07-18,Routine,0.961
8904,21,A+,9,9,2024-05-22,Routine,0.969
8905,9,B+,4,3,2023-04-27,Routine,0.719
8906,62,B+,4,3,2023-01-25,Routine,0.765
8907,53,O+,4,3,2024-06-03,Urgent,0.645
8908,42,O+,7,5,2022-09-09,Routine,0.696
8909,38,O+,7,6,2024-02-21,Urgent,0.879
8910,71,B+,4,3,2024-09-15,Urgent,0.681
8911,16,B+,6,4,2024-04-03,Emergency,0.687
8912,13,O+,1,1,2024-05-08,Routine,0.789
8913,40,B+,3,2,2024-10-06,Routine,0.677
8914,55,O+,6,5,2022-09-24,Emergency,0.835
8915,33,A+,6,5,2023-01-26,Urgent,0.761
8916,43,A+,1,1,2024-03-29,Emergency,0.578
8917,17,O+,3,2,2023-12-11,Emergency,0.726
8918,18,A+,10,8,2023-01-21,Urgent,0.833
8919,17,B+,9,9,2024-12-02,Emergency,0.96
8920,74,A-,8,4,2022-05-05,Urgent,0.553
8921,8,O+,3,3,2024-08-16,Routine,0.877
8922,63,A+,7,5,2024-08-17,Routine,0.757
8923,16,O+,3,3,2022-07-16,Urgent,0.86
8924,75,B+,4,4,2022-05-10,Routine,0.924
8925,75,A+,1,1,2022-09-20,Urgent,0.904
8926,18,AB+,9,7,2024-04-29,Routine,0.798
8927,5,O-,4,2,2024-07-02,Urgent,0.445
8928,43,O+,8,6,2022-09-29,Routine,0.766
8929,9,A+,7,5,2023-03-29,Routine,0.778
8930,9,A+,2,2,2022-03-18,Routine,0.835
